grid_lon,grid_lat,cell_id,noise_mean,noise_median,noise_min,noise_max,noise_std,dominant_vessel_type,vessel_count,center_lon,center_lat
-94.775,29.325000000000003,-94.775_29.325000000000003,164.17694992076233,168.5733249643127,150.35528446907549,172.6287994701522,7.75760158439419,Passenger,13,-94.7625,29.337500000000002
-94.775,29.35,-94.775_29.35,152.6228112344149,148.93421685162235,140.0,168.93421685162235,14.815583775023963,Tanker,3,-94.7625,29.3625
-94.775,29.375,-94.775_29.375,151.29851682721267,152.04119982655925,140.0,161.55091214718536,4.6309984728165405,Other,22,-94.7625,29.3875
-94.775,29.400000000000002,-94.775_29.400000000000002,153.11753861055755,148.11753861055755,148.11753861055755,168.11753861055755,10.000000000000002,Cargo,4,-94.7625,29.4125
-94.75,28.650000000000002,-94.75_28.650000000000002,150.6245108973043,150.6245108973043,150.6245108973043,150.6245108973043,,Tanker,1,-94.7375,28.6625
-94.75,28.675,-94.75_28.675,160.6245108973043,160.6245108973043,150.6245108973043,170.6245108973043,14.142135623730951,Tanker,2,-94.7375,28.6875
-94.75,29.325000000000003,-94.75_29.325000000000003,150.10433106490967,150.95057711192868,148.2633586092875,151.09905747351283,1.596056481210378,Other,3,-94.7375,29.337500000000002
-94.75,29.35,-94.75_29.35,157.03194339198052,157.03194339198052,147.54225982003516,166.52162696392588,13.420439210074289,Other,2,-94.7375,29.3625
-94.75,29.400000000000002,-94.75_29.400000000000002,158.56397180957129,154.31363764158988,140.0,169.8000694295715,8.84243683753884,Other,47,-94.7375,29.4125
-94.72500000000001,28.400000000000002,-94.72500000000001_28.400000000000002,169.6790781000148,169.6790781000148,169.6790781000148,169.6790781000148,,Tanker,1,-94.7125,28.4125
-94.72500000000001,28.625,-94.72500000000001_28.625,150.60071387985076,150.60071387985076,150.60071387985076,150.60071387985076,0.0,Tanker,2,-94.7125,28.6375
-94.72500000000001,28.700000000000003,-94.72500000000001_28.700000000000003,142.481880270062,142.481880270062,142.481880270062,142.481880270062,,Cargo,1,-94.7125,28.712500000000002
-94.72500000000001,28.875,-94.72500000000001_28.875,149.54242509439325,154.31363764158988,140.0,154.31363764158988,8.263982545454676,Other,3,-94.7125,28.8875
-94.72500000000001,28.950000000000003,-94.72500000000001_28.950000000000003,172.963760540124,172.963760540124,172.963760540124,172.963760540124,,Tanker,1,-94.7125,28.962500000000002
-94.72500000000001,29.275000000000002,-94.72500000000001_29.275000000000002,170.35528446907549,170.35528446907549,170.35528446907549,170.35528446907549,,Tanker,1,-94.7125,29.2875
-94.72500000000001,29.3,-94.72500000000001_29.3,148.80211241711606,148.80211241711606,148.80211241711606,148.80211241711606,,Fishing,1,-94.7125,29.3125
-94.72500000000001,29.325000000000003,-94.72500000000001_29.325000000000003,152.78774777490605,152.78774777490605,152.0561030990252,153.51939245078688,1.0347018234687466,Other,2,-94.7125,29.337500000000002
-94.72500000000001,29.400000000000002,-94.72500000000001_29.400000000000002,168.18841983315394,168.11753861055755,168.11753861055755,168.7554696139253,0.21264366778925095,Cargo,9,-94.7125,29.4125
-94.72500000000001,29.425,-94.72500000000001_29.425,152.59431729123008,152.78753600952828,152.30448921378274,152.78753600952828,0.24494943279438638,Other,15,-94.7125,29.4375
-94.7,28.650000000000002,-94.7_28.650000000000002,158.2244423350632,153.2244423350632,153.2244423350632,173.2244423350632,10.0,Tanker,4,-94.6875,28.6625
-94.7,28.700000000000003,-94.7_28.700000000000003,162.6245108973043,170.6245108973043,150.6245108973043,170.6245108973043,10.954451150103322,Tanker,5,-94.6875,28.712500000000002
-94.7,28.75,-94.7_28.75,153.1851393987789,153.1851393987789,153.1851393987789,153.1851393987789,,Tanker,1,-94.6875,28.7625
-94.7,29.05,-94.7_29.05,162.91695825428584,169.5836249209525,149.5836249209525,169.5836249209525,11.547005383792513,Tanker,3,-94.6875,29.0625
-94.7,29.075000000000003,-94.7_29.075000000000003,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,,Tanker,1,-94.6875,29.087500000000002
-94.7,29.200000000000003,-94.7_29.200000000000003,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,0.0,Tanker,5,-94.6875,29.212500000000002
-94.7,29.25,-94.7_29.25,170.67171728403014,170.67171728403014,170.67171728403014,170.67171728403014,,Tanker,1,-94.6875,29.2625
-94.7,29.325000000000003,-94.7_29.325000000000003,163.34437422893467,165.08887639682848,150.74816440645176,173.76009569974534,9.844895978181633,Other,6,-94.6875,29.337500000000002
-94.7,29.450000000000003,-94.7_29.450000000000003,161.388189184653,161.388189184653,161.388189184653,161.388189184653,,Tanker,1,-94.6875,29.462500000000002
-94.67500000000001,28.55,-94.67500000000001_28.55,170.8438628688814,170.8438628688814,170.8438628688814,170.8438628688814,,Tanker,1,-94.66250000000001,28.5625
-94.67500000000001,28.650000000000002,-94.67500000000001_28.650000000000002,168.39426017492104,168.39426017492104,168.39426017492104,168.39426017492104,,Tanker,1,-94.66250000000001,28.6625
-94.67500000000001,28.700000000000003,-94.67500000000001_28.700000000000003,165.60049101142138,165.60049101142138,165.60049101142138,165.60049101142138,,Tanker,1,-94.66250000000001,28.712500000000002
-94.67500000000001,29.225,-94.67500000000001_29.225,170.67171728403014,170.67171728403014,170.67171728403014,170.67171728403014,0.0,Tanker,3,-94.66250000000001,29.2375
-94.67500000000001,29.25,-94.67500000000001_29.25,169.0720996964787,169.0720996964787,169.0720996964787,169.0720996964787,,Tanker,1,-94.66250000000001,29.2625
-94.67500000000001,29.3,-94.67500000000001_29.3,156.01757885535673,156.01757885535673,149.77723605288847,162.257921657825,8.825177425107945,Other,2,-94.66250000000001,29.3125
-94.67500000000001,29.325000000000003,-94.67500000000001_29.325000000000003,168.99937928195746,171.8178343384434,155.94783570849614,173.47928465163514,7.330696524882353,Tanker,5,-94.66250000000001,29.337500000000002
-94.67500000000001,29.450000000000003,-94.67500000000001_29.450000000000003,158.59078975932292,163.56845029859582,146.2654565902713,165.93846238910163,10.73962837454718,Tanker,3,-94.66250000000001,29.462500000000002
-94.65,29.05,-94.65_29.05,174.54026486955053,174.54026486955053,174.54026486955053,174.54026486955053,,Tanker,1,-94.6375,29.0625
-94.65,29.075000000000003,-94.65_29.075000000000003,171.97940008672037,171.97940008672037,171.97940008672037,171.97940008672037,0.0,Tanker,3,-94.6375,29.087500000000002
-94.65,29.150000000000002,-94.65_29.150000000000002,171.56025857193123,171.56025857193123,171.56025857193123,171.56025857193123,,Tanker,1,-94.6375,29.1625
-94.65,29.225,-94.65_29.225,151.08564413561237,151.08564413561237,150.67171728403014,151.49957098719463,0.5853809673379982,Tanker,2,-94.6375,29.2375
-94.65,29.25,-94.65_29.25,170.04119982655925,170.04119982655925,170.04119982655925,170.04119982655925,,Tanker,1,-94.6375,29.2625
-94.65,29.3,-94.65_29.3,151.27643144437258,152.53129532722966,140.0,170.91074336255272,12.69019852908107,Other,5,-94.6375,29.3125
-94.65,29.450000000000003,-94.65_29.450000000000003,162.00538446168082,162.00538446168082,162.00538446168082,162.00538446168082,,Cargo,1,-94.6375,29.462500000000002
-94.625,28.450000000000003,-94.625_28.450000000000003,153.1117101898029,153.1117101898029,152.3775056282039,153.8459147514019,1.0383220485694986,Cargo,2,-94.6125,28.462500000000002
-94.625,28.475,-94.625_28.475,152.12570194579558,152.12570194579558,151.8738982633873,152.3775056282039,0.3561041827173071,Tanker,2,-94.6125,28.4875
-94.625,29.075000000000003,-94.625_29.075000000000003,151.97940008672037,151.97940008672037,151.97940008672037,151.97940008672037,,Tanker,1,-94.6125,29.087500000000002
-94.625,29.1,-94.625_29.1,171.98822813222753,171.98822813222753,171.98822813222753,171.98822813222753,,Tanker,1,-94.6125,29.1125
-94.625,29.150000000000002,-94.625_29.150000000000002,171.56025857193123,171.56025857193123,171.56025857193123,171.56025857193123,,Tanker,1,-94.6125,29.1625
-94.625,29.175,-94.625_29.175,170.0560467558946,171.74748346010105,166.67317334748176,171.74748346010105,2.9296543094723875,Tanker,3,-94.6125,29.1875
-94.625,29.275000000000002,-94.625_29.275000000000002,173.55547862033706,173.55547862033706,173.55547862033706,173.55547862033706,,Tanker,1,-94.6125,29.2875
-94.625,29.3,-94.625_29.3,168.80576512049282,168.80576512049282,165.27238609376369,172.33914414722196,4.996952540604991,Tanker,2,-94.6125,29.3125
-94.625,29.325000000000003,-94.625_29.325000000000003,145.7040732174012,145.7040732174012,145.7040732174012,145.7040732174012,,Fishing,1,-94.6125,29.337500000000002
-94.625,29.475,-94.625_29.475,153.80640453256,153.80640453256,146.45225711535417,161.16055194976587,10.400335017103574,Cargo,2,-94.6125,29.4875
-94.60000000000001,29.1,-94.60000000000001_29.1,169.44044795918077,169.44044795918077,169.44044795918077,169.44044795918077,,Cargo,1,-94.5875,29.1125
-94.60000000000001,29.150000000000002,-94.60000000000001_29.150000000000002,162.3630644656145,162.3630644656145,162.3630644656145,162.3630644656145,,Cargo,1,-94.5875,29.1625
-94.60000000000001,29.175,-94.60000000000001_29.175,167.6245108973043,167.6245108973043,167.6245108973043,167.6245108973043,0.0,Cargo,3,-94.5875,29.1875
-94.60000000000001,29.275000000000002,-94.60000000000001_29.275000000000002,166.2083493768809,169.97777144021774,153.03938692271154,171.83846770437654,8.85977486662315,Tanker,4,-94.5875,29.2875
-94.60000000000001,29.3,-94.60000000000001_29.3,150.6245108973043,150.6245108973043,150.6245108973043,150.6245108973043,0.0,Tanker,2,-94.5875,29.3125
-94.60000000000001,29.325000000000003,-94.60000000000001_29.325000000000003,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,0.0,Tanker,6,-94.5875,29.337500000000002
-94.575,28.325000000000003,-94.575_28.325000000000003,161.41632335778056,161.41632335778056,161.41632335778056,161.41632335778056,,Tanker,1,-94.5625,28.337500000000002
-94.575,28.35,-94.575_28.35,152.3775056282039,152.3775056282039,152.3775056282039,152.3775056282039,,Tanker,1,-94.5625,28.3625
-94.575,28.950000000000003,-94.575_28.950000000000003,169.99687082618405,169.99687082618405,169.99687082618405,169.99687082618405,0.0,Cargo,3,-94.5625,28.962500000000002
-94.575,29.1,-94.575_29.1,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,,Tanker,1,-94.5625,29.1125
-94.575,29.125,-94.575_29.125,169.5836249209525,169.5836249209525,169.5836249209525,169.5836249209525,,Tanker,1,-94.5625,29.1375
-94.575,29.150000000000002,-94.575_29.150000000000002,156.43787921386328,149.77121254719663,149.77121254719663,169.77121254719663,11.547005383792513,Cargo,3,-94.5625,29.1625
-94.575,29.200000000000003,-94.575_29.200000000000003,169.77121254719663,169.77121254719663,169.77121254719663,169.77121254719663,0.0,Cargo,2,-94.5625,29.212500000000002
-94.575,29.275000000000002,-94.575_29.275000000000002,163.94991189148644,170.60071387985076,150.6245108973043,170.6245108973043,11.540141910579907,Tanker,3,-94.5625,29.2875
-94.575,29.3,-94.575_29.3,167.7639684662395,170.6245108973043,150.6245108973043,170.6245108973043,7.557795592395367,Tanker,7,-94.5625,29.3125
-94.575,29.475,-94.575_29.475,156.6862501009514,156.6862501009514,148.71689665685514,164.65560354504768,11.27036772398568,Other,2,-94.5625,29.4875
-94.575,29.5,-94.575_29.5,164.78362522182923,164.78362522182923,164.60732321945636,164.9599272242021,0.24932868282923829,Cargo,2,-94.5625,29.5125
-94.55000000000001,28.5,-94.55000000000001_28.5,169.80860456179195,169.80860456179195,169.80860456179195,169.80860456179195,,Tanker,1,-94.53750000000001,28.5125
-94.55000000000001,29.275000000000002,-94.55000000000001_29.275000000000002,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,,Tanker,1,-94.53750000000001,29.2875
-94.55000000000001,29.3,-94.55000000000001_29.3,147.50420002308894,147.50420002308894,147.50420002308894,147.50420002308894,,Cargo,1,-94.53750000000001,29.3125
-94.55000000000001,29.325000000000003,-94.55000000000001_29.325000000000003,157.73027598453223,157.73027598453223,147.50420002308894,167.9563519459755,14.461855314530581,Cargo,2,-94.53750000000001,29.337500000000002
-94.55000000000001,29.5,-94.55000000000001_29.5,153.07766041790833,154.73065180703168,140.0,162.84933805756992,9.532075915448894,Cargo,4,-94.53750000000001,29.5125
-94.525,28.8,-94.525_28.8,169.5836249209525,169.5836249209525,169.5836249209525,169.5836249209525,,Tanker,1,-94.5125,28.8125
-94.525,29.1,-94.525_29.1,169.5836249209525,169.5836249209525,169.5836249209525,169.5836249209525,,Tanker,1,-94.5125,29.1125
-94.525,29.225,-94.525_29.225,168.68714459068627,168.68714459068627,168.68714459068627,168.68714459068627,,Cargo,1,-94.5125,29.2375
-94.525,29.25,-94.525_29.25,157.4551266781415,157.4551266781415,147.4551266781415,167.4551266781415,14.142135623730951,Cargo,2,-94.5125,29.2625
-94.525,29.275000000000002,-94.525_29.275000000000002,163.95784423063765,170.6245108973043,150.6245108973043,170.6245108973043,11.54700538379252,Tanker,3,-94.5125,29.2875
-94.525,29.3,-94.525_29.3,166.18996390785074,170.30448921378274,149.73186268412275,170.30448921378274,9.200358279207066,Tanker,5,-94.5125,29.3125
-94.525,29.400000000000002,-94.525_29.400000000000002,153.85361220031513,153.85361220031513,153.85361220031513,153.85361220031513,,Cargo,1,-94.5125,29.4125
-94.5,28.475,-94.5_28.475,151.85606273598313,151.85606273598313,151.85606273598313,151.85606273598313,,Tanker,1,-94.4875,28.4875
-94.5,28.975,-94.5_28.975,173.85821551614126,173.85821551614126,173.85821551614126,173.85821551614126,,Tanker,1,-94.4875,28.9875
-94.5,29.025000000000002,-94.5_29.025000000000002,172.35170751079926,172.35170751079926,172.35170751079926,172.35170751079926,,Tanker,1,-94.4875,29.0375
-94.5,29.25,-94.5_29.25,161.03727511607335,161.03727511607335,150.55272505103306,171.52182518111363,14.827392897359681,Tanker,2,-94.4875,29.2625
-94.5,29.275000000000002,-94.5_29.275000000000002,161.57934847000453,161.57934847000453,151.57934847000453,171.57934847000453,14.142135623730951,Tanker,2,-94.4875,29.2875
-94.5,29.5,-94.5_29.5,162.35286638306928,162.35286638306928,162.35286638306928,162.35286638306928,,Cargo,1,-94.4875,29.5125
-94.5,29.525000000000002,-94.5_29.525000000000002,157.7584399770917,161.78452820208093,149.2685670894969,162.2222246396973,7.355701922897193,Cargo,3,-94.4875,29.5375
-94.47500000000001,29.225,-94.47500000000001_29.225,155.2090908402155,150.6245108973043,147.98853076409708,167.98853076409708,8.782920455452222,Tanker,7,-94.4625,29.2375
-94.47500000000001,29.25,-94.47500000000001_29.25,166.52663998370372,171.52182518111363,151.52182518111363,171.54108439147402,10.00321398837213,Tanker,4,-94.4625,29.2625
-94.45,28.925,-94.45_28.925,177.50308470333846,177.50308470333846,177.50308470333846,177.50308470333846,,Tanker,1,-94.4375,28.9375
-94.45,28.975,-94.45_28.975,171.83846770437654,171.83846770437654,171.83846770437654,171.83846770437654,,Tanker,1,-94.4375,28.9875
-94.45,29.1,-94.45_29.1,174.28805652758027,174.28805652758027,174.28805652758027,174.28805652758027,,Tanker,1,-94.4375,29.1125
-94.45,29.225,-94.45_29.225,170.20108088040055,170.20108088040055,170.20108088040055,170.20108088040055,,Tanker,1,-94.4375,29.2375
-94.45,29.425,-94.45_29.425,153.63370451428585,153.63370451428585,153.63370451428585,153.63370451428585,,Cargo,1,-94.4375,29.4375
-94.45,29.55,-94.45_29.55,163.77946951629187,163.77946951629187,163.77946951629187,163.77946951629187,,Cargo,1,-94.4375,29.5625
-94.42500000000001,28.175,-94.42500000000001_28.175,173.5867593723558,173.5867593723558,173.5867593723558,173.5867593723558,,Tanker,1,-94.41250000000001,28.1875
-94.42500000000001,28.450000000000003,-94.42500000000001_28.450000000000003,172.26607543699694,172.26607543699694,172.26607543699694,172.26607543699694,,Tanker,1,-94.41250000000001,28.462500000000002
-94.42500000000001,28.5,-94.42500000000001_28.5,172.0600763042007,172.0600763042007,172.0600763042007,172.0600763042007,,Tanker,1,-94.41250000000001,28.5125
-94.42500000000001,28.525000000000002,-94.42500000000001_28.525000000000002,171.1489376941468,171.1489376941468,170.88125539140776,171.41661999688583,0.3785599429408108,Tanker,2,-94.41250000000001,28.5375
-94.42500000000001,28.675,-94.42500000000001_28.675,174.06392114840978,174.06392114840978,174.06392114840978,174.06392114840978,,Tanker,1,-94.41250000000001,28.6875
-94.42500000000001,28.725,-94.42500000000001_28.725,173.99885800045536,173.99885800045536,173.99885800045536,173.99885800045536,,Tanker,1,-94.41250000000001,28.7375
-94.42500000000001,28.900000000000002,-94.42500000000001_28.900000000000002,168.40153178747977,168.40153178747977,168.40153178747977,168.40153178747977,,Tanker,1,-94.41250000000001,28.9125
-94.42500000000001,28.925,-94.42500000000001_28.925,172.11215523075143,172.11215523075143,172.11215523075143,172.11215523075143,,Tanker,1,-94.41250000000001,28.9375
-94.42500000000001,29.0,-94.42500000000001_29.0,172.0621510434268,172.0621510434268,172.0621510434268,172.0621510434268,,Tanker,1,-94.41250000000001,29.0125
-94.42500000000001,29.025000000000002,-94.42500000000001_29.025000000000002,170.54595520028158,170.54595520028158,168.51360933783974,172.57830106272343,2.8741710820981,Cargo,2,-94.41250000000001,29.0375
-94.42500000000001,29.05,-94.42500000000001_29.05,172.78152203312447,172.78152203312447,172.78152203312447,172.78152203312447,,Tanker,1,-94.41250000000001,29.0625
-94.42500000000001,29.1,-94.42500000000001_29.1,172.11215523075143,172.11215523075143,172.11215523075143,172.11215523075143,,Tanker,1,-94.41250000000001,29.1125
-94.42500000000001,29.125,-94.42500000000001_29.125,171.68975444146886,171.68975444146886,171.68975444146886,171.68975444146886,,Tanker,1,-94.41250000000001,29.1375
-94.42500000000001,29.475,-94.42500000000001_29.475,154.2773981817139,154.2773981817139,154.2773981817139,154.2773981817139,,Cargo,1,-94.41250000000001,29.4875
-94.42500000000001,29.575000000000003,-94.42500000000001_29.575000000000003,148.45322978786658,148.45322978786658,148.45322978786658,148.45322978786658,,Tanker,1,-94.41250000000001,29.587500000000002
-94.4,28.925,-94.4_28.925,174.13226399689646,174.13226399689646,174.13226399689646,174.13226399689646,,Tanker,1,-94.3875,28.9375
-94.4,29.575000000000003,-94.4_29.575000000000003,158.23765733898858,160.28643533887566,148.27885982789854,164.0988988503045,6.9395837371869105,Cargo,4,-94.3875,29.587500000000002
-94.375,28.5,-94.375_28.5,151.8738982633873,151.8738982633873,151.8738982633873,151.8738982633873,,Tanker,1,-94.3625,28.5125
-94.375,28.525000000000002,-94.375_28.525000000000002,171.8738982633873,171.8738982633873,171.8738982633873,171.8738982633873,,Tanker,1,-94.3625,28.5375
-94.375,29.6,-94.375_29.6,149.96340828201733,147.90974420023787,145.9093095739261,156.07117107188805,5.383215525736785,Other,3,-94.3625,29.6125
-94.35000000000001,29.5,-94.35000000000001_29.5,152.18269117131362,152.18269117131362,152.18269117131362,152.18269117131362,,Cargo,1,-94.3375,29.5125
-94.35000000000001,29.6,-94.35000000000001_29.6,160.87083197270226,160.87083197270226,160.87083197270226,160.87083197270226,,Cargo,1,-94.3375,29.6125
